Id,PostTypeId,Tags,AnswerCount,CreationDate,TagName,Count
"33486","2","","","2008-08-28 21:53:10","",""
"33488","2","","","2008-08-28 21:53:14","",""
"33489","2","","","2008-08-28 21:53:34","formatted","93"
"33494","2","","","2008-08-28 21:56:54","",""
"33495","1","<berkeley-db><berkeley-db-xml>","1","2008-08-28 21:57:24","publishing-site","46"
"33497","1","<c#><java><exception>","9","2008-08-28 21:57:40","",""
"33498","2","","","2008-08-28 21:58:23","",""
"33500","2","","","2008-08-28 22:00:34","",""
"33502","2","","","2008-08-28 22:00:41","",""
"33503","2","","","2008-08-28 22:00:58","",""
"33504","2","","","2008-08-28 22:01:21","",""
"33507","2","","","2008-08-28 22:02:53","",""
"33508","2","","","2008-08-28 22:02:54","hardware-traps","4"
"33509","2","","","2008-08-28 22:02:57","",""
"33510","1","<compiled><interpreted-language>","6","2008-08-28 22:03:58","",""
"33513","1","<version-control><projects><project-hosting>","10","2008-08-28 22:05:04","",""
"33514","2","","","2008-08-28 22:05:52","morphic","53"
"33515","2","","","2008-08-28 22:06:45","",""
"33516","2","","","2008-08-28 22:07:04","schemaless","71"
"33517","2","","","2008-08-28 22:08:02","",""
"33519","2","","","2008-08-28 22:09:06","progress-indicator","91"
"33520","2","","","2008-08-28 22:09:36","outline-view","41"
"33523","2","","","2008-08-28 22:11:07","",""
"33525","2","","","2008-08-28 22:13:05","property-injection","62"
"33526","2","","","2008-08-28 22:13:24","",""
"33528","2","","","2008-08-28 22:14:11","",""
"33529","1","<asp.net><cookies><xss><httponly>","4","2008-08-28 22:14:16","spreadsheetml","81"
"33530","2","","","2008-08-28 22:15:21","case-class","718"
"33532","2","","","2008-08-28 22:17:45","",""
"33533","2","","","2008-08-28 22:17:54","",""
"33534","1","<python>","5","2008-08-28 22:18:02","radajaxmanager","42"
"33535","2","","","2008-08-28 22:18:06","shared-state","31"
"33536","2","","","2008-08-28 22:18:14","",""
"33539","2","","","2008-08-28 22:18:58","html-frames","44"
"33541","2","","","2008-08-28 22:19:38","session-cookies","4864"
"33542","2","","","2008-08-28 22:19:56","coding-efficiency","425"
"33543","2","","","2008-08-28 22:21:33","",""
"33545","1","<vb.net><linux><ms-access>","3","2008-08-28 22:22:55","",""
"33548","2","","","2008-08-28 22:24:28","",""
"33552","2","","","2008-08-28 22:26:27","nsdatecomponents","566"
"33555","2","","","2008-08-28 22:27:44","",""
"33556","2","","","2008-08-28 22:28:36","didselectrowatindexpath","627"
"33557","2","","","2008-08-28 22:29:12","",""
"33559","1","<powershell><scripting>","15","2008-08-28 22:30:54","",""
"33561","2","","","2008-08-28 22:31:11","",""
"33562","2","","","2008-08-28 22:31:17","bing-maps","2690"
"33563","2","","","2008-08-28 22:32:40","",""
"33564","2","","","2008-08-28 22:32:53","power-series","12"
"33566","2","","","2008-08-28 22:34:06","",""
"33567","2","","","2008-08-28 22:34:48","renice","12"
"33570","2","","","2008-08-28 22:37:10","",""
"33576","2","","","2008-08-28 22:42:57","",""
"33577","1","<version-control><clearcase>","2","2008-08-28 22:44:22","",""
"33578","2","","","2008-08-28 22:44:29","",""
"33580","2","","","2008-08-28 22:45:33","code-hinting","88"
"33582","2","","","2008-08-28 22:46:34","",""
"33584","2","","","2008-08-28 22:48:31","",""
"33585","2","","","2008-08-28 22:48:39","mde","17"
"33587","2","","","2008-08-28 22:51:31","",""
"33588","2","","","2008-08-28 22:52:29","",""
"33590","1","<flash><actionscript-3><datatipfunction>","2","2008-08-28 22:54:37","",""
"33591","2","","","2008-08-28 22:55:07","rtm","36"
"33593","2","","","2008-08-28 22:59:52","",""
"33594","1","<winapi><windows-nt>","4","2008-08-28 23:00:05","post-processing","346"
"33597","2","","","2008-08-28 23:01:25","string-interning","165"
"33598","2","","","2008-08-28 23:01:58","",""
"33602","2","","","2008-08-28 23:06:27","",""
"33603","2","","","2008-08-28 23:06:55","uislider","1607"
"33604","2","","","2008-08-28 23:07:28","",""
"33605","2","","","2008-08-28 23:07:32","",""
"33609","2","","","2008-08-28 23:08:40","nesc","70"
"33611","2","","","2008-08-28 23:09:11","",""
"33612","2","","","2008-08-28 23:10:33","",""
"33615","2","","","2008-08-28 23:13:18","installshield-2009","56"
"33618","2","","","2008-08-28 23:16:54","",""
"33619","1","<asp.net><authentication>","4","2008-08-28 23:17:43","fsevents","205"
"33622","2","","","2008-08-28 23:20:08","",""
"33623","2","","","2008-08-28 23:20:57","",""
"33626","2","","","2008-08-28 23:22:31","",""
"33628","2","","","2008-08-28 23:22:58","",""
"33630","1","<windows><memory><.net-2.0><64-bit><hardware>","8","2008-08-28 23:25:02","",""
"33633","2","","","2008-08-28 23:28:51","firefox3.5","34"
"33635","2","","","2008-08-28 23:29:42","",""
"33636","2","","","2008-08-28 23:29:45","",""
"33637","1","<gps><mobile-phones>","2","2008-08-28 23:29:57","",""
"33638","1","<database><version-control><testing><build-process>","7","2008-08-28 23:30:16","",""
"33639","2","","","2008-08-28 23:31:21","",""
"33642","2","","","2008-08-28 23:32:23","",""
"33645","2","","","2008-08-28 23:33:29","",""
"33646","2","","","2008-08-28 23:33:34","",""
"33648","2","","","2008-08-28 23:34:07","terminal-server","30"
"33651","2","","","2008-08-28 23:36:12","",""
"33653","2","","","2008-08-28 23:36:37","",""
"33656","2","","","2008-08-28 23:38:10","",""
"33659","2","","","2008-08-28 23:40:25","",""
"33661","2","","","2008-08-28 23:40:43","",""
"33663","2","","","2008-08-28 23:41:55","",""
"33664","1","<linq-to-sql>","5","2008-08-28 23:42:14","shared-data","64"
"33666","2","","","2008-08-28 23:45:32","transmitfile","36"
"33667","2","","","2008-08-28 23:46:23","scandir","350"
"33668","2","","","2008-08-28 23:46:49","",""
"33669","2","","","2008-08-28 23:47:08","",""
"33670","2","","","2008-08-28 23:47:09","ioncube","203"
"33671","2","","","2008-08-28 23:47:12","",""
"33673","2","","","2008-08-28 23:50:19","java-memory-model","406"
"33677","2","","","2008-08-28 23:53:10","",""
"33679","2","","","2008-08-28 23:55:19","",""
"33681","2","","","2008-08-28 23:56:51","",""
"33683","2","","","2008-08-28 23:57:57","",""
"33684","2","","","2008-08-28 23:59:23","",""
"33685","1","<sql-server>","5","2008-08-28 23:59:43","",""
"33687","2","","","2008-08-29 00:00:52","",""
"33688","2","","","2008-08-29 00:02:18","",""
"33689","2","","","2008-08-29 00:08:04","",""
"33690","2","","","2008-08-29 00:10:00","poe","52"
"33691","2","","","2008-08-29 00:10:07","nsset","381"
"33692","2","","","2008-08-29 00:10:46","atlas","254"
"33693","2","","","2008-08-29 00:15:26","",""
"33694","2","","","2008-08-29 00:17:35","",""
"33695","2","","","2008-08-29 00:19:20","",""
"33696","1","<php><c><objective-c><cocoa>","6","2008-08-29 00:19:55","compound-operator","13"
"33698","2","","","2008-08-29 00:24:22","",""
"33699","2","","","2008-08-29 00:27:41","",""
"33701","2","","","2008-08-29 00:29:51","",""
"33702","2","","","2008-08-29 00:30:21","type-ahead","21"
"33703","1","<.net><visual-studio><winforms><user-interface>","7","2008-08-29 00:30:56","d3dx","58"
"33704","2","","","2008-08-29 00:31:26","",""
"33706","2","","","2008-08-29 00:36:18","",""
"33707","2","","","2008-08-29 00:36:44","",""
"33708","1","<java><swing><actionlistener><mouselistener>","3","2008-08-29 00:37:55","",""
"33709","2","","","2008-08-29 00:38:22","",""
"33712","2","","","2008-08-29 00:40:29","",""
"33713","2","","","2008-08-29 00:42:17","whenever","503"
"33714","2","","","2008-08-29 00:42:18","",""
"33715","2","","","2008-08-29 00:42:33","",""
"33716","2","","","2008-08-29 00:42:41","",""
"33717","2","","","2008-08-29 00:43:26","",""
"33718","2","","","2008-08-29 00:43:44","user-roles","967"
"33719","2","","","2008-08-29 00:43:56","",""
"33720","1","<xcode><macos><templates><xcode4><xcode4.5>","10","2008-08-29 00:44:14","git-fetch","433"
"33722","2","","","2008-08-29 00:45:18","",""
"33724","2","","","2008-08-29 00:46:44","",""
"33725","2","","","2008-08-29 00:48:31","",""
"33726","2","","","2008-08-29 00:53:56","",""
"33727","1","<memory><.net-2.0><clr><profiler>","2","2008-08-29 00:54:44","",""
"33728","1","<api-design>","5","2008-08-29 00:56:33","",""
"33729","2","","","2008-08-29 00:57:01","git-gui","225"
"33735","2","","","2008-08-29 01:06:33","",""
"33736","2","","","2008-08-29 01:08:04","",""
"33737","2","","","2008-08-29 01:08:07","toscawidgets","14"
"33738","2","","","2008-08-29 01:08:16","",""
"33739","1","<debugging><jsp><intellij-idea>","6","2008-08-29 01:08:28","",""
"33740","2","","","2008-08-29 01:11:22","privileged-functions","14"
"33741","2","","","2008-08-29 01:12:11","",""
"33742","2","","","2008-08-29 01:13:36","fetched-property","30"
"33743","2","","","2008-08-29 01:14:27","",""
"33745","1","<php><mysql><wordpress><lamp><mediawiki>","6","2008-08-29 01:15:24","magic-methods","634"
"33746","1","<xml><xsd>","21","2008-08-29 01:15:52","winverifytrust","29"
"33748","2","","","2008-08-29 01:23:09","addrange","84"
"33749","2","","","2008-08-29 01:23:23","sapb1","523"
"33750","2","","","2008-08-29 01:24:43","",""
"33751","1","<java><apache><.htaccess><mime><jnlp>","2","2008-08-29 01:25:43","",""
"33755","2","","","2008-08-29 01:26:57","",""
"33756","2","","","2008-08-29 01:27:43","web-platform-installer","120"
"33757","2","","","2008-08-29 01:28:13","",""
"33759","2","","","2008-08-29 01:30:38","",""
"33760","2","","","2008-08-29 01:31:04","",""
"33761","1","<c#><sql-server><ado.net>","8","2008-08-29 01:31:27","",""
"33762","2","","","2008-08-29 01:31:35","",""
"33764","2","","","2008-08-29 01:31:41","dynamic-content","264"
"33767","2","","","2008-08-29 01:33:07","",""
"33768","1","<apache-flex><macos><flexbuilder><compilation>","14","2008-08-29 01:34:14","",""
"33772","2","","","2008-08-29 01:36:01","",""
"33773","2","","","2008-08-29 01:36:27","",""
"33775","2","","","2008-08-29 01:37:05","",""
"33776","2","","","2008-08-29 01:37:49","multibinding","399"
"33777","2","","","2008-08-29 01:39:08","",""
"33778","1","<svn>","8","2008-08-29 01:40:00","",""
"33779","1","<powershell><scheduled-tasks>","5","2008-08-29 01:40:17","",""
"33780","2","","","2008-08-29 01:42:16","",""
"33781","2","","","2008-08-29 01:42:28","onready","21"
"33782","2","","","2008-08-29 01:42:33","cloning","395"
"33783","2","","","2008-08-29 01:42:43","",""
"33784","2","","","2008-08-29 01:42:55","",""
"33786","2","","","2008-08-29 01:43:38","checked","815"
"33789","2","","","2008-08-29 01:44:41","remedy","115"
"33790","1","<.htaccess><deployment><scp><shared-hosting>","3","2008-08-29 01:44:54","",""
"33791","2","","","2008-08-29 01:47:21","",""
"33795","2","","","2008-08-29 01:51:02","",""
"33797","2","","","2008-08-29 01:51:55","",""
"33798","2","","","2008-08-29 01:53:09","netcdf","2385"
"33799","2","","","2008-08-29 01:53:55","",""
"33801","2","","","2008-08-29 01:56:49","",""
"33803","2","","","2008-08-29 01:58:20","",""
"33804","2","","","2008-08-29 02:00:22","",""
"33805","2","","","2008-08-29 02:00:58","jasypt","361"
"33806","2","","","2008-08-29 02:01:15","",""
"33808","2","","","2008-08-29 02:02:51","export-to-pdf","687"
"33809","2","","","2008-08-29 02:02:58","",""
"33810","2","","","2008-08-29 02:03:07","sysinfo","27"
"33813","1","<python><macos><text-editor><textmate>","17","2008-08-29 02:03:34","test-runner","183"
"33814","1","<php><html><scripting>","6","2008-08-29 02:03:39","font-lock-mode","9"
"33815","2","","","2008-08-29 02:05:23","",""
"33817","2","","","2008-08-29 02:06:22","hipaa","2"
"33819","2","","","2008-08-29 02:06:35","turbine","109"
"33820","2","","","2008-08-29 02:08:12","",""
"33821","2","","","2008-08-29 02:08:13","",""
"33822","1","<performance><batch-file><process>","9","2008-08-29 02:09:55","jpda","63"
"33824","2","","","2008-08-29 02:10:42","",""
"33825","2","","","2008-08-29 02:11:48","",""
"33826","2","","","2008-08-29 02:12:01","",""
"33828","2","","","2008-08-29 02:13:12","",""
"33829","1","<java><security><deployment><permissions><jnlp>","3","2008-08-29 02:13:17","",""
"33830","2","","","2008-08-29 02:13:47","",""
"33831","2","","","2008-08-29 02:14:00","",""
"33835","2","","","2008-08-29 02:16:53","",""
"33836","1","<svn>","4","2008-08-29 02:17:06","",""
"33837","1","<css><internet-explorer-6><internet-explorer-7>","3","2008-08-29 02:17:57","pymacs","40"
"33838","2","","","2008-08-29 02:18:20","rope","63"
"33839","2","","","2008-08-29 02:19:03","",""
"33841","2","","","2008-08-29 02:21:59","",""
"33843","1","<network-programming><text-editor><textmate><samba>","4","2008-08-29 02:22:16","",""
"33846","2","","","2008-08-29 02:24:32","",""
"33847","2","","","2008-08-29 02:25:17","disqus","731"
"33851","2","","","2008-08-29 02:28:50","",""
"33852","1","<c#><primitive-types>","6","2008-08-29 02:28:57","",""
"33853","1","<.net><content-management-system><multilingual>","13","2008-08-29 02:30:05","jet-sql","60"
"33854","2","","","2008-08-29 02:30:41","windows-desktop-gadgets","228"
"33855","2","","","2008-08-29 02:30:51","multipage","283"
"33856","2","","","2008-08-29 02:32:15","",""
"33857","2","","","2008-08-29 02:32:37","ecma","222"
"33858","2","","","2008-08-29 02:33:04","",""
"33859","2","","","2008-08-29 02:33:07","",""
"33860","1","<javascript><ruby-on-rails><ruby>","7","2008-08-29 02:33:21","",""
"33862","2","","","2008-08-29 02:33:39","",""
"33865","2","","","2008-08-29 02:34:59","compojure","444"
"33868","2","","","2008-08-29 02:37:05","",""
"33869","2","","","2008-08-29 02:39:33","",""
"33870","2","","","2008-08-29 02:39:41","motion-blur","58"
"33874","2","","","2008-08-29 02:42:13","",""
"33875","2","","","2008-08-29 02:42:35","",""
"33878","2","","","2008-08-29 02:43:37","hittest","550"
"33879","2","","","2008-08-29 02:43:46","drmaa","25"
"33880","2","","","2008-08-29 02:44:07","",""
"33881","1","<fonts><typography>","4","2008-08-29 02:44:44","",""
"33884","2","","","2008-08-29 02:46:26","",""
"33885","2","","","2008-08-29 02:46:29","",""
"33886","2","","","2008-08-29 02:47:10","",""
"33887","2","","","2008-08-29 02:48:00","",""
"33890","2","","","2008-08-29 02:52:51","long-polling","1097"
"33891","2","","","2008-08-29 02:53:09","",""
"33893","1","<php><javascript><css>","5","2008-08-29 02:53:44","",""
"33894","2","","","2008-08-29 02:53:54","rpmbuild","866"
"33899","2","","","2008-08-29 03:05:07","",""
"33900","2","","","2008-08-29 03:05:27","command-execution","19"
"33901","1","<java><icalendar>","2","2008-08-29 03:06:08","",""
"33903","1","<oracle-database><plsql>","5","2008-08-29 03:08:32","inheritdoc","15"
"33904","2","","","2008-08-29 03:10:11","stanford-nlp","3285"
"33906","2","","","2008-08-29 03:12:19","",""
"33909","1","<wpf><visual-studio-2008><user-interface><.net-3.5><ribbon>","4","2008-08-29 03:16:22","radiant","70"
"33910","2","","","2008-08-29 03:18:05","",""
"33911","2","","","2008-08-29 03:18:36","",""
"33912","2","","","2008-08-29 03:18:58","",""
"33913","2","","","2008-08-29 03:19:42","",""
"33916","2","","","2008-08-29 03:33:26","",""
"33917","2","","","2008-08-29 03:34:44","loadview","91"
"33918","2","","","2008-08-29 03:35:06","",""
"33919","2","","","2008-08-29 03:43:14","",""
"33920","2","","","2008-08-29 03:45:26","",""
"33921","2","","","2008-08-29 03:46:01","",""
"33922","2","","","2008-08-29 03:47:47","",""
"33923","1","<algorithm><language-agnostic><functional-programming><recursion><tail-recursion>","29","2008-08-29 03:48:03","",""
"33927","2","","","2008-08-29 03:53:58","",""
"33928","2","","","2008-08-29 03:55:30","",""
"33929","2","","","2008-08-29 03:57:05","",""
"33930","2","","","2008-08-29 03:57:07","",""
"33931","2","","","2008-08-29 03:57:08","",""
"33932","2","","","2008-08-29 03:57:14","",""
"33933","1","<html><css><internet-explorer-7>","12","2008-08-29 03:57:32","",""
"33935","2","","","2008-08-29 03:58:14","",""
"33936","2","","","2008-08-29 04:00:03","indesign-server","75"
"33937","1","<crystal-reports>","2","2008-08-29 04:00:20","",""
"33938","2","","","2008-08-29 04:03:11","",""
"33940","2","","","2008-08-29 04:03:30","",""
"33941","2","","","2008-08-29 04:03:59","edsdk","153"
"33942","2","","","2008-08-29 04:06:21","rdebug","21"
"33944","2","","","2008-08-29 04:07:39","callblocking","43"
"33947","2","","","2008-08-29 04:13:32","",""
"33948","2","","","2008-08-29 04:15:06","",""
"33949","1","<.net><asp.net><configuration><migration>","4","2008-08-29 04:15:24","compressed-folder","7"
"33950","2","","","2008-08-29 04:15:42","sqldependency","457"
"33951","2","","","2008-08-29 04:15:44","morfik","3"
"33952","2","","","2008-08-29 04:23:19","",""
"33955","1","<nhibernate>","2","2008-08-29 04:25:18","",""
"33956","1","<java><lucene><solr>","4","2008-08-29 04:26:07","",""
"33957","2","","","2008-08-29 04:29:22","",""
"33958","2","","","2008-08-29 04:29:29","binarywriter","169"
"33960","1","<java><network-programming><ethernet>","3","2008-08-29 04:31:24","",""
"33961","2","","","2008-08-29 04:34:03","",""
"33962","2","","","2008-08-29 04:35:12","",""
"33963","2","","","2008-08-29 04:36:43","physx","116"
"33964","2","","","2008-08-29 04:41:36","",""
"33966","2","","","2008-08-29 04:48:45","",""
"33967","2","","","2008-08-29 04:48:46","",""
"33969","1","<asp.net-mvc><throttling>","6","2008-08-29 04:50:50","",""
"33970","2","","","2008-08-29 04:51:30","",""
"33971","1","<macos><keyboard-shortcuts>","2","2008-08-29 04:52:38","",""
"33972","2","","","2008-08-29 04:54:01","",""
"33973","1","<data-structures><collections>","7","2008-08-29 04:54:09","web-frontend","1439"
"33974","2","","","2008-08-29 04:55:47","chunked-encoding","425"
"33975","2","","","2008-08-29 04:56:14","",""
"33976","1","<xml><installation><packaging><office-2007>","1","2008-08-29 04:57:32","",""
"33978","1","<python><performance><memory-profiling>","4","2008-08-29 04:59:31","",""
"33980","2","","","2008-08-29 04:59:41","",""
"33981","2","","","2008-08-29 05:01:21","",""
"33982","2","","","2008-08-29 05:01:57","",""
"33983","2","","","2008-08-29 05:06:09","",""
"33984","2","","","2008-08-29 05:07:49","",""
"33985","2","","","2008-08-29 05:09:54","",""
"33986","2","","","2008-08-29 05:11:10","",""
"33988","2","","","2008-08-29 05:11:38","",""
"33990","1","<eclipse><svn><macos>","1","2008-08-29 05:12:07","",""
"33992","2","","","2008-08-29 05:14:25","",""
"33995","2","","","2008-08-29 05:15:20","",""
"33998","2","","","2008-08-29 05:18:44","",""
"33999","2","","","2008-08-29 05:21:02","",""
"34004","2","","","2008-08-29 05:25:27","",""
"34005","2","","","2008-08-29 05:25:35","",""
"34008","2","","","2008-08-29 05:29:32","",""
"34009","1","<database>","12","2008-08-29 05:31:38","",""
"34014","2","","","2008-08-29 05:36:11","inline-images","70"
"34015","1","<php><permissions>","3","2008-08-29 05:36:19","",""
"34016","2","","","2008-08-29 05:40:40","",""
"34017","2","","","2008-08-29 05:40:50","clr4.0","57"
"34018","2","","","2008-08-29 05:42:06","",""
"34019","1","<ruby-on-rails><aptana><radrails>","2","2008-08-29 05:43:06","fixup","16"
"34020","1","<python><multithreading>","6","2008-08-29 05:43:16","",""
"34023","1","<midi>","3","2008-08-29 05:49:05","",""
"34024","2","","","2008-08-29 05:50:47","",""
"34027","2","","","2008-08-29 05:53:19","",""
"34030","2","","","2008-08-29 05:57:27","cfdirectory","31"
"34031","2","","","2008-08-29 05:58:34","addthis","482"
"34033","2","","","2008-08-29 06:00:05","phase","234"
"34035","2","","","2008-08-29 06:05:58","photologue","64"
"34036","2","","","2008-08-29 06:06:25","out-of-browser","151"
"34038","2","","","2008-08-29 06:08:55","",""
"34042","2","","","2008-08-29 06:12:24","sender","326"
"34044","2","","","2008-08-29 06:13:17","",""
"34045","2","","","2008-08-29 06:13:51","",""
"34046","2","","","2008-08-29 06:18:14","hgrc","104"
"34049","2","","","2008-08-29 06:21:07","",""
"34050","2","","","2008-08-29 06:24:29","memcmp","114"
"34051","2","","","2008-08-29 06:25:12","",""
"34052","2","","","2008-08-29 06:25:28","uitabbar","2321"
"34053","2","","","2008-08-29 06:25:58","",""
"34054","2","","","2008-08-29 06:29:43","",""
"34055","2","","","2008-08-29 06:30:27","thunk","184"
"34056","2","","","2008-08-29 06:30:49","treeset","635"
"34058","2","","","2008-08-29 06:31:41","libpqxx","245"
"34059","1","<visual-studio><build>","5","2008-08-29 06:33:28","pitch","252"
"34060","2","","","2008-08-29 06:33:54","",""
"34061","2","","","2008-08-29 06:36:45","readwritelock","99"
"34062","2","","","2008-08-29 06:38:22","nxt","141"
"34063","2","","","2008-08-29 06:38:23","internet-explorer-8","8407"
"34064","2","","","2008-08-29 06:39:53","",""
"34065","1","<c++><windows><winapi><registry>","8","2008-08-29 06:40:21","wysiwym","20"
"34066","2","","","2008-08-29 06:41:44","interrupted-exception","216"
"34067","2","","","2008-08-29 06:44:03","",""
"34069","2","","","2008-08-29 06:47:02","",""
"34070","2","","","2008-08-29 06:47:54","class-table-inheritance","108"
"34071","2","","","2008-08-29 06:48:42","fftw","913"
"34072","2","","","2008-08-29 06:48:50","xamlparseexception","153"
"34074","2","","","2008-08-29 06:51:48","",""
"34076","1","<javascript><validation><firefox><xul>","1","2008-08-29 06:54:07","",""
"34078","2","","","2008-08-29 06:55:14","",""
"34079","1","<python><http><proxy>","6","2008-08-29 06:55:54","",""
"34080","2","","","2008-08-29 06:56:58","",""
"34081","1","<parsing><lex>","12","2008-08-29 06:57:20","facebook-page","1050"
"34082","2","","","2008-08-29 06:57:53","",""
"34085","2","","","2008-08-29 06:59:46","",""
"34086","2","","","2008-08-29 07:01:55","",""
"34087","1","<xml><xslt>","4","2008-08-29 07:03:42","",""
"34088","2","","","2008-08-29 07:04:56","",""
"34089","2","","","2008-08-29 07:04:58","",""
"34090","2","","","2008-08-29 07:06:43","smallbasic","82"
"34091","2","","","2008-08-29 07:09:27","",""
"34093","1","<c#><xml><xslt>","5","2008-08-29 07:10:31","",""
"34094","2","","","2008-08-29 07:10:31","beginreceive","35"
"34095","2","","","2008-08-29 07:10:36","",""
"34096","2","","","2008-08-29 07:10:49","",""
"34097","2","","","2008-08-29 07:11:24","screen-orientation","1596"
"34098","2","","","2008-08-29 07:12:33","tilt","120"
"34101","2","","","2008-08-29 07:15:17","",""
"34104","2","","","2008-08-29 07:18:02","",""
"34105","2","","","2008-08-29 07:21:31","",""
"34108","2","","","2008-08-29 07:22:37","",""
"34109","1","<workflow><workflow-foundation><dynamics-crm><crm>","3","2008-08-29 07:22:46","",""
"34111","2","","","2008-08-29 07:27:18","",""
"34112","1","<asp.net><visual-studio-2008><command-line>","1","2008-08-29 07:28:08","",""
"34114","2","","","2008-08-29 07:28:45","",""
"34115","2","","","2008-08-29 07:30:09","",""
"34116","2","","","2008-08-29 07:30:35","excel-addins","1355"
"34118","2","","","2008-08-29 07:31:39","",""
"34120","1","<php><html><screen-scraping>","7","2008-08-29 07:32:15","",""
"34125","1","<c++><optimization><tail-recursion>","5","2008-08-29 07:35:47","",""
"34126","1","<javascript><html><events><event-binding>","6","2008-08-29 07:35:56","",""
"34128","1","<c#><web-services><soap>","4","2008-08-29 07:38:40","",""
"34129","2","","","2008-08-29 07:40:32","",""
"34130","2","","","2008-08-29 07:41:45","",""
"34132","2","","","2008-08-29 07:41:54","",""
"34133","2","","","2008-08-29 07:42:05","viper-mode","35"
"34134","2","","","2008-08-29 07:42:32","system.data","162"
"34137","2","","","2008-08-29 07:45:37","",""
"34138","2","","","2008-08-29 07:46:13","hobo","29"
"34139","2","","","2008-08-29 07:48:26","",""
"34140","2","","","2008-08-29 07:49:01","",""
"34141","2","","","2008-08-29 07:50:12","",""
"34144","1","<java><maven><build><maven-2>","7","2008-08-29 07:55:12","",""
"34145","2","","","2008-08-29 07:55:42","",""
"34146","2","","","2008-08-29 07:57:43","",""
"34147","2","","","2008-08-29 07:57:58","",""
"34148","2","","","2008-08-29 07:59:12","",""
"34149","2","","","2008-08-29 08:01:37","",""
"34150","2","","","2008-08-29 08:02:00","",""
"34151","1","<c++><multithreading><boost-thread>","5","2008-08-29 08:02:03","",""
"34152","2","","","2008-08-29 08:02:08","",""
"34153","2","","","2008-08-29 08:05:06","",""
"34155","1","<ruby><language-agnostic><scheme><smalltalk><continuations>","12","2008-08-29 08:07:58","asyncpostbackerror","13"
"34156","2","","","2008-08-29 08:08:46","",""
"34157","2","","","2008-08-29 08:08:50","",""
"34159","2","","","2008-08-29 08:09:50","",""
"34160","2","","","2008-08-29 08:10:05","",""
"34161","1","<database><ms-access>","3","2008-08-29 08:10:21","access-log","240"
"34162","2","","","2008-08-29 08:10:38","",""
"34163","2","","","2008-08-29 08:10:41","",""
"34164","2","","","2008-08-29 08:10:55","motion-planning","60"
"34165","2","","","2008-08-29 08:11:06","",""
"34166","2","","","2008-08-29 08:11:09","",""
"34167","2","","","2008-08-29 08:14:10","database-dump","35"
"34169","2","","","2008-08-29 08:14:32","",""
"34171","2","","","2008-08-29 08:17:16","",""
"34172","2","","","2008-08-29 08:19:42","",""
"34173","2","","","2008-08-29 08:20:18","",""
"34174","2","","","2008-08-29 08:20:22","",""
"34175","2","","","2008-08-29 08:21:55","",""
"34177","2","","","2008-08-29 08:24:36","",""
"34178","2","","","2008-08-29 08:27:01","",""
"34179","2","","","2008-08-29 08:29:19","birthday-paradox","57"
"34181","2","","","2008-08-29 08:33:44","",""
"34182","1","<.net><file-io><text-files>","9","2008-08-29 08:36:35","",""
"34183","1","<c#><.net>","9","2008-08-29 08:36:36","",""
"34184","2","","","2008-08-29 08:36:50","",""
"34185","2","","","2008-08-29 08:37:50","",""
"34186","2","","","2008-08-29 08:38:25","",""
"34187","2","","","2008-08-29 08:39:23","",""
"34190","2","","","2008-08-29 08:40:39","runkit","36"
"34191","2","","","2008-08-29 08:42:26","",""
"34192","2","","","2008-08-29 08:45:09","",""
"34193","2","","","2008-08-29 08:45:18","",""
"34194","1","<.net><asp.net-mvc><deployment><iis-6>","8","2008-08-29 08:45:19","windowsdomainaccount","51"
"34195","2","","","2008-08-29 08:45:34","",""
"34196","2","","","2008-08-29 08:46:56","groupstyle","50"
"34197","2","","","2008-08-29 08:47:00","google-analytics-api","4285"
"34198","2","","","2008-08-29 08:49:26","",""
"34200","2","","","2008-08-29 08:51:02","",""
"34201","2","","","2008-08-29 08:51:34","generic-collections","393"
"34202","2","","","2008-08-29 08:52:14","",""
"34204","1","<visual-studio-2008><command-line><tfs><macros>","7","2008-08-29 08:53:58","",""
"34205","2","","","2008-08-29 08:53:58","",""
"34206","2","","","2008-08-29 08:56:11","output-clause","32"
"34209","1","<python><django><django-models>","3","2008-08-29 09:03:27","visual-artifacts","60"
"34210","2","","","2008-08-29 09:04:55","",""
"34211","2","","","2008-08-29 09:05:03","",""
"34212","2","","","2008-08-29 09:05:59","",""
"34213","2","","","2008-08-29 09:06:21","",""
"34214","2","","","2008-08-29 09:06:51","",""
"34216","2","","","2008-08-29 09:08:10","glow","190"
"34217","2","","","2008-08-29 09:08:27","",""
"34227","1","<ajax>","6","2008-08-29 09:13:26","",""
"34229","2","","","2008-08-29 09:15:32","",""
"34232","2","","","2008-08-29 09:18:09","j2mepolish","154"
"34236","2","","","2008-08-29 09:21:29","",""
"34237","1","<asp.net><webforms>","3","2008-08-29 09:21:42","",""
"34239","2","","","2008-08-29 09:22:16",".net-2.0","2573"
"34242","2","","","2008-08-29 09:23:52","",""
"34243","1","<python><language-features><encapsulation>","2","2008-08-29 09:24:08","cgcolorspace","37"
"34245","2","","","2008-08-29 09:24:24","uifont","736"
"34246","2","","","2008-08-29 09:28:23","",""
"34248","2","","","2008-08-29 09:29:10","",""
"34249","1","<algorithm><data-structures><linked-list>","12","2008-08-29 09:30:05","streaming-flv-video","42"
"34250","2","","","2008-08-29 09:30:07","",""
"34253","2","","","2008-08-29 09:33:50","",""
